Date,Open,High,Low,Close,Volume
2019-08-27 09:30:00,1932.9999999999998,1947.0,1932.9999999999998,1937.0,403598000.0
2019-08-27 13:30:00,1976.06,1984.43,1965.9099999999999,1980.06,254644100.0
2019-08-28 09:30:00,1977.04,2007.89,1959.5400000000002,1990.0400000000002,641568000.0
2019-08-28 13:30:00,1992.0000000000002,1997.0,1991.0,1994.0000000000002,137769000.0
2019-08-29 09:30:00,1985.07,1986.8600000000001,1939.32,1951.07,739515200.0
2019-08-29 13:30:00,1930.08,1935.85,1923.84,1927.0800000000002,150235600.0
2019-08-30 09:30:00,1908.0300000000002,1933.67,1905.65,1924.53,446656100.0
2019-08-30 13:30:00,1932.9999999999998,1936.0,1927.0,1932.9999999999998,122927100.0
2019-09-03 09:30:00,1960.06,1966.91,1941.89,1955.79,638044600.0
2019-09-03 13:30:00,1958.0500000000002,1960.12,1944.8799999999999,1950.05,184063800.0
2019-09-04 09:30:00,1938.0800000000002,1955.88,1928.85,1947.58,307106200.0
2019-09-04 13:30:00,1964.0,1978.0,1964.0,1977.0,128212800.0
2019-09-05 09:30:00,1939.08,1948.36,1817.7399999999998,1821.07,1242677000.0
2019-09-05 13:30:00,1851.0000000000002,1865.5,1849.8799999999999,1860.0000000000002,178913000.0
2019-09-06 09:30:00,1839.06,1868.8300000000002,1824.7900000000002,1837.06,708775700.0
2019-09-06 13:30:00,1802.0600000000002,1812.6799999999998,1787.66,1790.0600000000002,313328500.0
2019-09-09 09:30:00,1791.04,1794.4099999999999,1754.38,1756.0300000000002,610439600.0
2019-09-09 13:30:00,1753.07,1768.7,1751.68,1752.0700000000002,129768400.0
2019-09-10 09:30:00,1719.06,1759.6299999999999,1694.57,1735.06,581079000.0
2019-09-10 13:30:00,1728.05,1743.71,1726.69,1730.2600000000002,118542100.0
2019-09-11 09:30:00,1724.0300000000002,1735.5,1719.49,1729.0299999999997,519505000.0
2019-09-11 13:30:00,1744.0000000000002,1748.9999999999998,1730.0,1739.0,153460700.0
2019-09-12 09:30:00,1791.0,1812.0,1753.0,1754.0,862015500.0
2019-09-12 13:30:00,1728.05,1737.6799999999998,1726.67,1733.55,121897800.0
2019-09-13 09:30:00,1735.07,1742.67,1712.65,1728.07,622511600.0
2019-09-13 13:30:00,1723.03,1734.36,1722.3500000000001,1726.53,138041000.0
2019-09-16 09:30:00,1735.0000000000002,1747.0,1709.0,1716.0,695407600.0
2019-09-16 13:30:00,1705.64,1714.9999999999998,1705.0,1709.5,134982800.0
2019-09-17 09:30:00,1733.0500000000002,1810.7500000000002,1728.67,1799.67,811918600.0
2019-09-17 13:30:00,1793.06,1804.75,1790.74,1800.5600000000002,179978600.0
2019-09-18 09:30:00,1798.04,1807.42,1778.3999999999999,1790.0400000000002,362908200.0
2019-09-18 13:30:00,1788.0700000000002,1801.7299999999998,1732.6699999999998,1741.5700000000002,295063900.0
2019-09-19 09:30:00,1791.07,1829.71,1787.67,1824.07,533225400.0
2019-09-19 13:30:00,1825.0,1835.0000000000002,1823.9999999999998,1827.4999999999998,145501600.0
2019-09-20 09:30:00,1832.0,1847.0,1811.0,1811.0,323231600.0
2019-09-20 13:30:00,1820.0,1829.0,1810.0000000000002,1823.0,211118700.0
2019-09-23 09:30:00,1855.07,1870.79,1849.7699999999998,1862.57,347736300.0
2019-09-23 13:30:00,1860.07,1863.74,1849.23,1860.07,135892200.0
2019-09-24 09:30:00,1848.06,1858.8200000000002,1833.8000000000002,1849.06,428104800.0
2019-09-24 13:30:00,1872.0700000000002,1876.7399999999998,1857.2199999999998,1864.5700000000002,235879100.0
2019-09-25 09:30:00,1875.0,1878.0,1848.0,1848.0,285370500.0
2019-09-25 13:30:00,1805.9999999999998,1814.9999999999998,1805.0,1810.0000000000002,90037500.0
2019-09-26 09:30:00,1829.0500000000002,1839.78,1818.05,1822.0500000000002,228820300.0
2019-09-26 13:30:00,1823.06,1827.28,1815.7699999999998,1823.9699999999998,90336700.0
2019-09-27 09:30:00,1774.0300000000002,1789.41,1757.88,1773.03,417690300.0
2019-09-27 13:30:00,1769.07,1781.71,1766.7000000000003,1767.07,92557000.0
2019-09-30 09:30:00,1738.0600000000002,1756.71,1713.67,1753.06,304061100.0
2019-09-30 13:30:00,1722.0500000000002,1740.18,1717.66,1738.0500000000002,134365400.0
2019-10-01 09:30:00,1716.06,1756.71,1704.8899999999999,1744.06,404438300.0
2019-10-01 13:30:00,1743.0,1745.0,1726.0000000000002,1727.0,139398000.0
2019-10-02 09:30:00,1746.07,1763.7,1723.6599999999999,1726.57,430402300.0
2019-10-02 13:30:00,1728.0,1742.5,1727.0,1732.9999999999998,173430200.0
2019-10-03 09:30:00,1740.0700000000002,1794.7199999999998,1733.16,1763.0700000000002,429304800.0
2019-10-03 13:30:00,1751.07,1755.64,1743.6299999999999,1746.5699999999997,103364900.0
2019-10-04 09:30:00,1724.0500000000002,1751.7199999999998,1721.6899999999998,1744.56,308679800.0
2019-10-04 13:30:00,1767.56,1775.6499999999999,1764.14,1769.06,100113300.0
2019-10-07 09:30:00,1760.03,1778.3999999999999,1752.38,1773.53,141850700.0
2019-10-07 13:30:00,1775.07,1777.71,1757.6899999999998,1768.0700000000002,100727000.0
2019-10-08 09:30:00,1794.07,1822.71,1784.1699999999998,1798.07,355457700.0
2019-10-08 13:30:00,1791.07,1803.23,1790.71,1799.07,57678900.0
2019-10-09 09:30:00,1794.06,1806.68,1790.7900000000002,1791.32,174180600.0
2019-10-09 13:30:00,1789.0,1797.0,1788.0,1791.37,86158500.0
2019-10-10 09:30:00,1785.0000000000002,1787.0,1751.0000000000002,1751.5,257046800.0
2019-10-10 13:30:00,1775.0,1792.0000000000002,1775.0,1790.4800000000002,151839000.0
2019-10-11 09:30:00,1766.0,1773.9999999999998,1713.0,1714.0,509753500.0
2019-10-11 13:30:00,1715.53,1716.8500000000001,1704.8400000000001,1705.03,121011400.0
2019-10-14 09:30:00,1700.0,1729.0,1700.0,1723.0,236257500.0
2019-10-14 13:30:00,1723.03,1725.49,1717.49,1717.53,51400300.0
2019-10-15 09:30:00,1700.0,1707.9999999999998,1679.0,1680.5,336478100.0
2019-10-15 13:30:00,1679.55,1681.6299999999999,1665.62,1676.55,237296800.0
2019-10-16 09:30:00,1677.03,1682.32,1656.3,1676.53,275074500.0
2019-10-16 13:30:00,1692.57,1695.1299999999999,1684.62,1688.0700000000002,91020500.0
2019-10-17 09:30:00,1683.06,1717.6100000000001,1682.5800000000002,1694.06,272486300.0
2019-10-17 13:30:00,1725.07,1729.66,1713.1399999999999,1715.0700000000002,63782200.0
2019-10-18 09:30:00,1726.06,1740.62,1708.59,1714.06,213888100.0
2019-10-18 13:30:00,1721.55,1729.7,1720.69,1723.5499999999997,73938800.0
2019-10-21 09:30:00,1718.0700000000002,1728.65,1708.64,1722.0700000000002,155466800.0
2019-10-21 13:30:00,1683.06,1686.58,1678.57,1682.06,67779300.0
2019-10-22 09:30:00,1691.05,1699.67,1684.6499999999999,1690.0500000000002,193600600.0
2019-10-22 13:30:00,1656.0600000000002,1664.04,1648.53,1649.56,121021400.0
2019-10-23 09:30:00,1678.0,1691.0,1673.0,1677.0,243878800.0
2019-10-23 13:30:00,1658.53,1660.4399999999998,1652.43,1655.53,106109300.0
2019-10-24 09:30:00,1663.0400000000002,1700.15,1659.61,1698.04,379645100.0
2019-10-24 13:30:00,1714.06,1721.6699999999998,1713.1699999999998,1717.56,119184500.0
2019-10-25 09:30:00,1755.03,1764.3899999999999,1734.36,1737.6000000000001,300839700.0
2019-10-25 13:30:00,1709.5700000000002,1721.65,1709.14,1718.0700000000002,79139500.0
2019-10-28 09:30:00,1700.03,1704.4699999999998,1664.94,1689.53,276415700.0
2019-10-28 13:30:00,1680.9999999999998,1682.5,1673.0,1673.36,78280100.0
2019-10-29 09:30:00,1655.05,1667.6200000000001,1644.1,1665.55,275792900.0
2019-10-29 13:30:00,1675.04,1687.63,1673.6200000000001,1682.04,105083400.0
2019-10-30 09:30:00,1678.07,1696.6200000000001,1673.1000000000001,1689.44,176907200.0
2019-10-30 13:30:00,1692.06,1694.5900000000001,1668.5600000000002,1674.06,133057000.0
2019-10-31 09:30:00,1729.0500000000002,1749.71,1719.69,1741.06,390450700.0
2019-10-31 13:30:00,1732.5,1741.0,1732.0,1736.4999999999998,124124900.0
2019-11-01 09:30:00,1722.0700000000002,1733.67,1703.14,1706.0700000000002,270814800.0
2019-11-01 13:30:00,1698.03,1701.3400000000001,1694.3300000000002,1696.03,131800100.0
2019-11-04 09:30:00,1692.0000000000002,1704.0,1678.0,1689.9999999999998,282258500.0
2019-11-04 13:30:00,1678.03,1679.4499999999998,1667.4399999999998,1669.03,143112600.0
2019-11-05 09:30:00,1634.04,1658.11,1619.57,1635.54,489749400.0
2019-11-05 13:30:00,1648.5499999999997,1657.6100000000001,1648.1000000000001,1652.5500000000002,102706800.0
2019-11-06 09:30:00,1689.03,1716.35,1679.32,1694.03,374836100.0
2019-11-06 13:30:00,1699.57,1702.1399999999999,1692.63,1696.07,78120800.0
2019-11-07 09:30:00,1687.06,1688.58,1653.55,1654.0600000000002,292130200.0
2019-11-07 13:30:00,1627.5700000000002,1632.5600000000002,1627.5600000000002,1629.57,104680800.0
2019-11-08 09:30:00,1623.06,1646.53,1614.51,1644.46,559785400.0
2019-11-08 13:30:00,1640.5,1646.0,1638.0,1638.5000000000002,80706400.0
2019-11-11 09:30:00,1634.0699999999997,1652.58,1633.56,1637.57,175714500.0
2019-11-11 13:30:00,1648.9999999999998,1651.0000000000002,1642.5,1642.5,61922300.0
2019-11-12 09:30:00,1635.08,1652.62,1623.5900000000001,1626.55,190782400.0
2019-11-12 13:30:00,1628.99,1645.0,1628.99,1642.0000000000002,167180100.0
2019-11-13 09:30:00,1660.0000000000002,1678.0,1660.0000000000002,1670.4999999999998,318017900.0
2019-11-13 13:30:00,1674.0300000000002,1680.45,1666.44,1676.0300000000002,167013300.0
2019-11-14 09:30:00,1674.0400000000002,1686.6299999999999,1670.62,1673.04,188132800.0
2019-11-14 13:30:00,1667.05,1672.6299999999999,1666.62,1668.5500000000002,65722100.0
2019-11-15 09:30:00,1659.03,1672.32,1651.3000000000002,1669.03,210291200.0
2019-11-15 13:30:00,1655.0,1657.8,1650.0,1650.5,65248700.0
2019-11-18 09:30:00,1655.03,1692.4600000000003,1652.43,1687.03,322392100.0
2019-11-18 13:30:00,1687.0,1692.0000000000002,1685.0000000000002,1685.0000000000002,69133800.0
2019-11-19 09:30:00,1680.9999999999998,1693.4999999999998,1680.0,1692.0000000000002,154339400.0
2019-11-19 13:30:00,1704.0,1712.0,1704.0,1711.67,67188000.0
